ClaimID,CustomerID,ProductID,StoreID,PurchaseDate,ClaimDate,Issue,Status,WarrantyMonths
WC001777,CUST006079,P0355,ST0012,2025-07-12,2025-12-31,Speaker/mic not working,Pending Pickup,12
WC002915,CUST015286,P0260,ST0050,2025-10-31,2025-12-31,Overheating during use,Resolved,12
WC003043,CUST019998,P0235,ST0042,2025-05-19,2025-12-31,Software update issue,Resolved,12
WC003384,CUST015643,P0576,ST0021,2025-03-23,2025-12-31,Overheating during use,Replaced,12
WC005242,CUST027123,P0300,ST0035,2025-07-08,2025-12-31,Physical damage - screen crack,Rejected - Out of Warranty,12
WC000904,CUST031714,P0238,ST0029,2025-06-07,2026-01-01,Battery draining fast,Resolved,12
WC001353,CUST036611,P0552,ST0006,2025-09-26,2026-01-01,Speaker/mic not working,Pending Pickup,12
WC001928,CUST040817,P0042,ST0053,2025-09-20,2026-01-01,Camera not focusing,In Progress,12
WC004347,CUST029615,P0545,ST0013,2025-05-02,2026-01-01,Speaker/mic not working,Rejected - Out of Warranty,12
WC004670,CUST007958,P0095,ST0002,2025-06-13,2026-01-01,Network/SIM issue,Resolved,12
WC000160,CUST045198,P0108,ST0042,2025-07-04,2026-01-02,Speaker/mic not working,Replaced,12
WC000932,CUST041048,P0467,ST0050,2025-07-01,2026-01-02,Charging port not working,Resolved,12
WC000936,CUST011850,P0036,ST0010,2025-09-09,2026-01-02,Battery draining fast,Rejected - Out of Warranty,12
WC001387,CUST023940,P0125,ST0040,2025-05-04,2026-01-02,Screen flickering,Rejected - Out of Warranty,12
WC001945,CUST033494,P0250,ST0005,2025-07-01,2026-01-02,Water damage,Replaced,12
WC002303,CUST018029,P0239,ST0035,2025-04-20,2026-01-02,Water damage,Replaced,12
WC003684,CUST027949,P0081,ST0020,2025-09-21,2026-01-02,Software update issue,Resolved,24
WC004887,CUST044569,P0318,ST0059,2025-01-17,2026-01-02,Speaker/mic not working,Resolved,12
WC005210,CUST003050,P0564,ST0031,2025-12-24,2026-01-02,Physical damage - screen crack,Resolved,12
WC005846,CUST035468,P0122,ST0008,2025-12-24,2026-01-02,Charging port not working,Resolved,12
WC000038,CUST045108,P0588,ST0003,2025-03-18,2026-01-03,Network/SIM issue,Resolved,12
WC000360,CUST026744,P0600,ST0035,2025-01-29,2026-01-03,Overheating during use,Rejected - Out of Warranty,12
WC001247,CUST020472,P0483,ST0050,2024-03-17,2026-01-03,Speaker/mic not working,Resolved,24
WC001293,CUST025340,P0381,ST0036,2025-04-25,2026-01-03,Water damage,Resolved,12
WC001350,CUST029512,P0020,ST0055,2025-10-25,2026-01-03,Screen flickering,Resolved,12
WC003036,CUST005971,P0339,ST0045,2025-09-02,2026-01-03,Network/SIM issue,Replaced,12
WC003162,CUST045085,P0471,ST0019,2025-10-30,2026-01-03,Software update issue,In Progress,12
WC003164,CUST015327,P0209,ST0005,2025-08-12,2026-01-03,Speaker/mic not working,Pending Pickup,12
WC000594,CUST045564,P0473,ST0027,2025-01-23,2026-01-04,Battery draining fast,Resolved,12
WC001118,CUST043903,P0452,ST0001,2025-12-12,2026-01-04,Charging port not working,Resolved,24
WC001361,CUST036086,P0371,ST0025,2025-07-11,2026-01-04,Screen flickering,Resolved,12
WC004884,CUST016485,P0043,ST0041,2025-02-27,2026-01-04,Physical damage - screen crack,Resolved,12
WC000578,CUST022556,P0137,ST0050,2025-12-20,2026-01-05,Network/SIM issue,In Progress,12
WC001250,CUST046591,P0410,ST0010,2025-10-03,2026-01-05,Water damage,Resolved,12
WC002223,CUST000123,P0486,ST0025,2025-07-06,2026-01-05,Screen flickering,Rejected - Out of Warranty,24
WC003534,CUST044254,P0469,ST0043,2025-11-08,2026-01-05,Overheating during use,In Progress,12
WC004819,CUST005534,P0292,ST0004,2025-03-22,2026-01-05,Water damage,Resolved,12
WC004868,CUST015564,P0028,ST0036,2025-06-29,2026-01-05,Screen flickering,Replaced,12
WC003610,CUST005282,P0542,ST0013,2025-05-12,2026-01-06,Software update issue,Resolved,12
WC005486,CUST049778,P0210,ST0045,2025-11-21,2026-01-06,Screen flickering,Rejected - Out of Warranty,12
WC000159,CUST043155,P0275,ST0001,2025-05-19,2026-01-07,Camera not focusing,In Progress,12
WC003635,CUST006503,P0456,ST0029,2025-02-09,2026-01-07,Software update issue,Replaced,12
WC004618,CUST042650,P0320,ST0053,2025-08-23,2026-01-07,Camera not focusing,Resolved,12
WC004941,CUST025738,P0298,ST0035,2025-04-21,2026-01-07,Physical damage - screen crack,Pending Pickup,12
WC005134,CUST014724,P0049,ST0035,2025-06-13,2026-01-07,Physical damage - screen crack,Resolved,12
WC005863,CUST016929,P0278,ST0034,2025-06-05,2026-01-07,Overheating during use,Replaced,12
WC002212,CUST013997,P0205,ST0038,2025-12-11,2026-01-08,Charging port not working,In Progress,12
WC002672,CUST041387,P0252,ST0027,2025-08-19,2026-01-08,Charging port not working,In Progress,12
WC003507,CUST022905,P0101,ST0026,2025-04-06,2026-01-08,Network/SIM issue,Resolved,12
WC005542,CUST025374,P0065,ST0047,2025-09-14,2026-01-08,Camera not focusing,Replaced,12
WC000770,CUST013532,P0286,ST0032,2025-07-16,2026-01-09,Screen flickering,Rejected - Out of Warranty,12
WC000972,CUST012669,P0082,ST0005,2025-12-20,2026-01-09,Camera not focusing,Resolved,12
WC001509,CUST006577,P0381,ST0051,2025-09-06,2026-01-09,Speaker/mic not working,Pending Pickup,12
WC003038,CUST033156,P0098,ST0043,2025-09-28,2026-01-09,Charging port not working,Pending Pickup,12
WC003197,CUST018333,P0226,ST0060,2025-11-25,2026-01-09,Charging port not working,Resolved,12
WC004294,CUST049368,P0323,ST0035,2025-12-01,2026-01-09,Overheating during use,Pending Pickup,12
WC004314,CUST005617,P0090,ST0039,2025-07-11,2026-01-09,Charging port not working,In Progress,12
WC005031,CUST013577,P0561,ST0011,2025-07-23,2026-01-09,Network/SIM issue,Resolved,12
WC000967,CUST048673,P0384,ST0024,2025-12-26,2026-01-10,Camera not focusing,Pending Pickup,12
WC002762,CUST032750,P0384,ST0059,2025-03-13,2026-01-10,Charging port not working,In Progress,12
WC003790,CUST047397,P0175,ST0054,2025-12-30,2026-01-10,Speaker/mic not working,Pending Pickup,12
WC005196,CUST042420,P0149,ST0053,2026-01-05,2026-01-10,Water damage,Resolved,12
WC005895,CUST012572,P0010,ST0026,2025-08-06,2026-01-10,Screen flickering,Replaced,12
WC000617,CUST038042,P0099,ST0010,2025-04-02,2026-01-11,Network/SIM issue,Resolved,24
WC001024,CUST041118,P0236,ST0040,2025-09-19,2026-01-11,Charging port not working,Resolved,12
WC001046,CUST042305,P0039,ST0002,2025-06-10,2026-01-11,Battery draining fast,Pending Pickup,12
WC001259,CUST034585,P0051,ST0013,2025-09-15,2026-01-11,Water damage,In Progress,12
WC002350,CUST040255,P0069,ST0035,2025-10-20,2026-01-11,Screen flickering,Pending Pickup,12
WC003392,CUST008797,P0438,ST0011,2025-10-26,2026-01-11,Overheating during use,Resolved,12
WC002304,CUST037709,P0545,ST0006,2025-02-12,2026-01-12,Speaker/mic not working,Pending Pickup,12
WC002314,CUST036778,P0350,ST0039,2025-09-02,2026-01-12,Physical damage - screen crack,Pending Pickup,12
WC002527,CUST032169,P0027,ST0056,2025-04-23,2026-01-12,Charging port not working,Rejected - Out of Warranty,12
WC003053,CUST030731,P0225,ST0041,2025-04-01,2026-01-12,Overheating during use,Resolved,12
WC004723,CUST029463,P0289,ST0038,2024-03-06,2026-01-12,Overheating during use,Pending Pickup,24
WC000562,CUST047619,P0106,ST0013,2025-11-13,2026-01-13,Charging port not working,Resolved,12
WC000718,CUST048495,P0599,ST0003,2025-01-26,2026-01-13,Screen flickering,In Progress,12
WC001497,CUST040662,P0036,ST0057,2025-05-06,2026-01-13,Overheating during use,Pending Pickup,12
WC001692,CUST001311,P0065,ST0003,2025-05-27,2026-01-13,Battery draining fast,Rejected - Out of Warranty,12
WC001794,CUST026796,P0200,ST0051,2024-11-24,2026-01-13,Camera not focusing,Resolved,24
WC002185,CUST017771,P0098,ST0009,2025-09-08,2026-01-13,Water damage,Replaced,12
WC002370,CUST004322,P0120,ST0057,2025-09-30,2026-01-13,Software update issue,Rejected - Out of Warranty,12
WC003013,CUST032432,P0348,ST0047,2025-05-05,2026-01-13,Screen flickering,Replaced,12
WC003086,CUST015050,P0084,ST0014,2025-07-16,2026-01-13,Charging port not working,In Progress,12
WC003411,CUST043888,P0505,ST0029,2025-08-30,2026-01-13,Battery draining fast,Replaced,12
WC003486,CUST033335,P0028,ST0036,2025-02-21,2026-01-13,Camera not focusing,Resolved,12
WC004466,CUST003488,P0498,ST0008,2025-02-12,2026-01-13,Software update issue,Replaced,12
WC001014,CUST042843,P0006,ST0043,2024-08-11,2026-01-14,Battery draining fast,In Progress,24
WC001117,CUST000135,P0457,ST0014,2025-04-05,2026-01-14,Charging port not working,In Progress,12
WC002889,CUST030063,P0401,ST0007,2025-11-27,2026-01-14,Software update issue,Resolved,12
WC003177,CUST046814,P0496,ST0052,2025-10-21,2026-01-14,Water damage,Resolved,12
WC000332,CUST016415,P0428,ST0023,2025-10-12,2026-01-15,Software update issue,Replaced,12
WC002810,CUST049164,P0145,ST0011,2025-06-08,2026-01-15,Overheating during use,Resolved,12
WC003023,CUST037400,P0174,ST0022,2025-07-16,2026-01-15,Camera not focusing,Resolved,12
WC000739,CUST004953,P0413,ST0047,2025-04-30,2026-01-16,Water damage,Resolved,12
WC001700,CUST002763,P0358,ST0021,2025-02-01,2026-01-16,Speaker/mic not working,Rejected - Out of Warranty,24
WC001954,CUST007369,P0419,ST0030,2025-06-14,2026-01-16,Speaker/mic not working,Replaced,12
WC002308,CUST034277,P0366,ST0023,2025-11-27,2026-01-16,Speaker/mic not working,Resolved,12
WC002474,CUST044229,P0380,ST0029,2025-02-19,2026-01-16,Physical damage - screen crack,Pending Pickup,12
WC003209,CUST013729,P0555,ST0046,2025-06-23,2026-01-16,Network/SIM issue,Pending Pickup,12
WC004434,CUST019203,P0187,ST0028,2025-04-05,2026-01-16,Software update issue,Resolved,12
WC000540,CUST004456,P0346,ST0002,2025-01-26,2026-01-17,Charging port not working,Replaced,12
WC001078,CUST006877,P0355,ST0029,2025-01-29,2026-01-17,Screen flickering,Replaced,12
WC002352,CUST008692,P0233,ST0029,2025-03-28,2026-01-17,Speaker/mic not working,Resolved,12
WC001251,CUST030546,P0505,ST0028,2025-08-16,2026-01-18,Battery draining fast,Rejected - Out of Warranty,12
WC001479,CUST007201,P0356,ST0021,2026-01-14,2026-01-18,Camera not focusing,Resolved,12
WC002513,CUST020942,P0367,ST0041,2025-09-24,2026-01-18,Physical damage - screen crack,Resolved,12
WC002596,CUST020688,P0018,ST0003,2025-10-03,2026-01-18,Water damage,Resolved,12
WC004262,CUST021193,P0140,ST0003,2025-10-20,2026-01-18,Camera not focusing,Resolved,12
WC004450,CUST045040,P0429,ST0036,2026-01-12,2026-01-18,Overheating during use,Resolved,12
WC000898,CUST036268,P0085,ST0031,2025-11-07,2026-01-19,Charging port not working,In Progress,12
WC001028,CUST036634,P0095,ST0017,2025-08-18,2026-01-19,Overheating during use,Resolved,12
WC001553,CUST011720,P0077,ST0053,2025-12-14,2026-01-19,Speaker/mic not working,Resolved,12
WC002333,CUST046039,P0121,ST0021,2025-06-10,2026-01-19,Camera not focusing,Replaced,12
WC003138,CUST003748,P0208,ST0030,2025-10-01,2026-01-19,Charging port not working,Replaced,12
WC003259,CUST012839,P0303,ST0049,2025-05-23,2026-01-19,Battery draining fast,Replaced,12
WC003531,CUST025156,P0517,ST0057,2025-07-27,2026-01-19,Speaker/mic not working,Pending Pickup,12
WC003630,CUST017033,P0331,ST0038,2025-06-06,2026-01-19,Overheating during use,In Progress,12
WC004400,CUST039192,P0182,ST0006,2025-08-24,2026-01-19,Water damage,Resolved,12
WC005420,CUST029073,P0204,ST0032,2025-05-15,2026-01-19,Screen flickering,Replaced,12
WC005823,CUST008831,P0417,ST0053,2025-02-03,2026-01-19,Camera not focusing,Pending Pickup,12
WC005989,CUST018878,P0586,ST0030,2025-11-01,2026-01-19,Battery draining fast,Replaced,12
WC005990,CUST049042,P0095,ST0034,2025-05-04,2026-01-19,Overheating during use,Resolved,12
WC000682,CUST033861,P0473,ST0044,2025-02-17,2026-01-20,Screen flickering,In Progress,12
WC000991,CUST033166,P0075,ST0018,2025-04-15,2026-01-20,Physical damage - screen crack,Resolved,12
WC001970,CUST009338,P0275,ST0016,2025-06-20,2026-01-20,Screen flickering,Resolved,12
WC002363,CUST046344,P0410,ST0027,2025-08-18,2026-01-20,Software update issue,Replaced,12
WC003512,CUST043350,P0127,ST0010,2025-03-19,2026-01-20,Software update issue,In Progress,12
WC004890,CUST039028,P0525,ST0027,2024-08-28,2026-01-20,Software update issue,Resolved,24
WC002371,CUST029342,P0288,ST0053,2025-06-20,2026-01-21,Speaker/mic not working,Pending Pickup,12
WC002490,CUST037077,P0336,ST0056,2025-11-08,2026-01-21,Camera not focusing,Replaced,12
WC002936,CUST012744,P0228,ST0019,2025-06-20,2026-01-21,Charging port not working,Resolved,12
WC003097,CUST030807,P0329,ST0013,2025-07-30,2026-01-21,Overheating during use,Replaced,12
WC003174,CUST020621,P0278,ST0005,2025-06-17,2026-01-21,Software update issue,In Progress,12
WC003728,CUST038435,P0350,ST0018,2025-11-18,2026-01-21,Network/SIM issue,Pending Pickup,12
WC004721,CUST015278,P0061,ST0005,2025-09-27,2026-01-21,Overheating during use,Rejected - Out of Warranty,12
WC005494,CUST038839,P0503,ST0005,2025-10-29,2026-01-21,Charging port not working,Resolved,12
WC001243,CUST042941,P0074,ST0021,2024-06-11,2026-01-22,Screen flickering,Replaced,24
WC002410,CUST008284,P0167,ST0044,2025-10-30,2026-01-22,Overheating during use,Rejected - Out of Warranty,24
WC003835,CUST033125,P0299,ST0049,2025-12-31,2026-01-22,Water damage,Pending Pickup,12
WC000039,CUST034099,P0234,ST0020,2025-08-25,2026-01-23,Physical damage - screen crack,Pending Pickup,12
WC000111,CUST015523,P0296,ST0045,2025-11-29,2026-01-23,Physical damage - screen crack,In Progress,12
WC000193,CUST016738,P0390,ST0057,2025-02-01,2026-01-23,Battery draining fast,Rejected - Out of Warranty,12
WC000565,CUST007012,P0533,ST0055,2025-06-05,2026-01-23,Speaker/mic not working,Resolved,12
WC000625,CUST037564,P0293,ST0007,2025-12-24,2026-01-23,Water damage,Resolved,24
WC001017,CUST040677,P0025,ST0033,2025-05-05,2026-01-23,Water damage,Resolved,24
WC001555,CUST031377,P0333,ST0047,2025-08-15,2026-01-23,Battery draining fast,Replaced,12
WC002768,CUST007047,P0521,ST0035,2025-12-08,2026-01-23,Camera not focusing,Resolved,12
WC003729,CUST001254,P0036,ST0037,2025-03-13,2026-01-23,Overheating during use,Resolved,12
WC003939,CUST022669,P0199,ST0005,2025-06-21,2026-01-23,Network/SIM issue,Pending Pickup,12
WC004187,CUST023553,P0047,ST0019,2026-01-21,2026-01-23,Water damage,Resolved,12
WC005198,CUST005656,P0508,ST0055,2025-10-12,2026-01-23,Speaker/mic not working,Rejected - Out of Warranty,12
WC000720,CUST038176,P0557,ST0004,2025-12-19,2026-01-24,Physical damage - screen crack,Replaced,12
WC003527,CUST019925,P0274,ST0029,2025-04-23,2026-01-24,Camera not focusing,Resolved,12
WC004312,CUST017520,P0133,ST0055,2025-07-25,2026-01-24,Physical damage - screen crack,Resolved,12
WC004585,CUST020582,P0544,ST0051,2025-07-29,2026-01-24,Charging port not working,In Progress,12
WC000048,CUST045106,P0330,ST0038,2025-11-29,2026-01-25,Speaker/mic not working,Replaced,12
WC001030,CUST031632,P0293,ST0030,2024-03-30,2026-01-25,Charging port not working,Pending Pickup,24
WC002842,CUST026947,P0080,ST0019,2025-05-23,2026-01-25,Software update issue,Resolved,12
WC003224,CUST029734,P0084,ST0010,2025-11-28,2026-01-25,Charging port not working,Pending Pickup,12
WC003361,CUST006130,P0442,ST0008,2025-12-23,2026-01-25,Screen flickering,Rejected - Out of Warranty,12
WC004888,CUST039029,P0263,ST0009,2025-03-09,2026-01-25,Charging port not working,Resolved,24
WC005602,CUST014091,P0406,ST0033,2025-07-06,2026-01-25,Camera not focusing,Resolved,12
WC000551,CUST049514,P0543,ST0050,2024-06-16,2026-01-26,Screen flickering,Resolved,24
WC001083,CUST016582,P0502,ST0045,2025-08-03,2026-01-26,Physical damage - screen crack,Resolved,12
WC001177,CUST022219,P0470,ST0059,2025-12-09,2026-01-26,Speaker/mic not working,Resolved,12
WC002732,CUST032104,P0095,ST0055,2025-07-07,2026-01-26,Camera not focusing,Resolved,12
WC002912,CUST008674,P0161,ST0009,2025-04-22,2026-01-26,Overheating during use,Resolved,12
WC000293,CUST036538,P0270,ST0016,2025-11-01,2026-01-27,Speaker/mic not working,Pending Pickup,12
WC001130,CUST012478,P0297,ST0026,2025-12-23,2026-01-27,Software update issue,In Progress,24
WC001889,CUST013295,P0266,ST0010,2025-12-17,2026-01-27,Overheating during use,Resolved,12
WC002121,CUST026137,P0375,ST0030,2024-09-11,2026-01-27,Network/SIM issue,Resolved,24
WC002326,CUST039166,P0476,ST0058,2024-10-17,2026-01-27,Software update issue,Resolved,24
WC003751,CUST044081,P0444,ST0051,2025-10-09,2026-01-27,Camera not focusing,Resolved,12
WC003805,CUST043030,P0432,ST0018,2026-01-10,2026-01-27,Water damage,Pending Pickup,12
WC001342,CUST014092,P0482,ST0024,2025-06-02,2026-01-28,Physical damage - screen crack,Rejected - Out of Warranty,24
WC001865,CUST038872,P0096,ST0010,2025-03-30,2026-01-28,Water damage,Resolved,12
WC002117,CUST008714,P0600,ST0002,2025-02-03,2026-01-28,Camera not focusing,Resolved,12
WC003326,CUST032787,P0075,ST0059,2025-10-22,2026-01-28,Screen flickering,Pending Pickup,12
WC004536,CUST007178,P0415,ST0028,2025-02-08,2026-01-28,Battery draining fast,Resolved,12
WC004643,CUST024761,P0383,ST0012,2025-10-28,2026-01-28,Physical damage - screen crack,Replaced,24
WC004838,CUST043611,P0359,ST0019,2026-01-18,2026-01-28,Network/SIM issue,In Progress,12
WC005922,CUST032045,P0379,ST0034,2025-12-25,2026-01-28,Overheating during use,Resolved,12
WC001033,CUST025832,P0011,ST0004,2025-05-21,2026-01-29,Camera not focusing,Resolved,12
WC002894,CUST045028,P0456,ST0050,2025-12-28,2026-01-29,Overheating during use,Resolved,12
WC003203,CUST046775,P0359,ST0007,2025-06-04,2026-01-29,Charging port not working,Pending Pickup,12
WC004547,CUST000363,P0084,ST0053,2025-04-12,2026-01-29,Physical damage - screen crack,Resolved,12
WC004873,CUST010716,P0099,ST0027,2024-06-30,2026-01-29,Physical damage - screen crack,Resolved,24
WC001204,CUST028756,P0393,ST0058,2025-12-02,2026-01-30,Network/SIM issue,Pending Pickup,12
WC001587,CUST003862,P0077,ST0011,2025-09-24,2026-01-30,Overheating during use,Pending Pickup,12
WC001614,CUST009643,P0372,ST0024,2025-12-07,2026-01-30,Water damage,In Progress,12
WC003975,CUST010355,P0594,ST0009,2025-02-11,2026-01-30,Charging port not working,Replaced,12
WC000385,CUST038023,P0307,ST0058,2025-11-12,2026-01-31,Charging port not working,Rejected - Out of Warranty,12
WC001448,CUST013087,P0358,ST0059,2025-03-07,2026-01-31,Battery draining fast,In Progress,24
WC005611,CUST005165,P0162,ST0020,2024-05-09,2026-01-31,Speaker/mic not working,Resolved,24
WC000414,CUST037962,P0448,ST0021,2024-06-21,2026-02-01,Software update issue,Resolved,24
WC000754,CUST005968,P0088,ST0017,2025-10-09,2026-02-01,Water damage,Pending Pickup,12
WC002090,CUST024520,P0054,ST0004,2025-03-25,2026-02-01,Charging port not working,In Progress,12
WC002487,CUST032643,P0505,ST0035,2025-08-24,2026-02-01,Network/SIM issue,In Progress,12
WC005563,CUST027502,P0462,ST0039,2024-12-31,2026-02-01,Water damage,Rejected - Out of Warranty,24
WC005828,CUST029443,P0492,ST0018,2025-07-28,2026-02-01,Overheating during use,Resolved,12
WC001184,CUST047308,P0454,ST0057,2025-04-23,2026-02-02,Overheating during use,Rejected - Out of Warranty,12
WC002158,CUST045192,P0456,ST0008,2025-08-01,2026-02-02,Overheating during use,Replaced,12
WC005813,CUST040822,P0320,ST0060,2025-05-19,2026-02-02,Speaker/mic not working,Pending Pickup,12
WC000150,CUST008595,P0170,ST0030,2025-11-02,2026-02-03,Screen flickering,Resolved,12
WC000309,CUST020413,P0042,ST0054,2025-10-20,2026-02-03,Overheating during use,In Progress,12
WC001058,CUST043859,P0493,ST0016,2025-10-31,2026-02-03,Battery draining fast,Pending Pickup,12
WC001089,CUST001493,P0248,ST0028,2025-07-24,2026-02-03,Physical damage - screen crack,In Progress,12
WC001935,CUST031059,P0578,ST0045,2025-05-22,2026-02-03,Water damage,Pending Pickup,12
WC003991,CUST042078,P0350,ST0056,2025-07-04,2026-02-03,Network/SIM issue,Resolved,12
WC004657,CUST009955,P0021,ST0014,2025-03-22,2026-02-03,Water damage,Resolved,12
WC005424,CUST036449,P0402,ST0059,2025-07-06,2026-02-03,Battery draining fast,Pending Pickup,12
WC005741,CUST013639,P0046,ST0014,2025-07-08,2026-02-03,Speaker/mic not working,Replaced,12
WC005817,CUST004650,P0081,ST0008,2025-05-09,2026-02-03,Software update issue,Resolved,24
WC005821,CUST020879,P0175,ST0053,2026-01-02,2026-02-03,Network/SIM issue,Resolved,12
WC001287,CUST032143,P0177,ST0019,2024-05-09,2026-02-04,Charging port not working,Replaced,24
WC005577,CUST005621,P0049,ST0049,2025-12-27,2026-02-04,Battery draining fast,Resolved,12
WC000247,CUST046011,P0312,ST0048,2025-06-19,2026-02-05,Overheating during use,Resolved,12
WC003113,CUST017348,P0425,ST0031,2025-10-09,2026-02-05,Software update issue,Resolved,12
WC004801,CUST047595,P0420,ST0056,2025-04-05,2026-02-05,Screen flickering,Resolved,12
WC001462,CUST003502,P0017,ST0015,2025-03-12,2026-02-06,Overheating during use,Rejected - Out of Warranty,12
WC002081,CUST033932,P0347,ST0051,2025-11-02,2026-02-06,Speaker/mic not working,Resolved,12
WC003441,CUST032880,P0445,ST0046,2025-08-03,2026-02-06,Screen flickering,In Progress,12
WC003583,CUST012057,P0109,ST0028,2025-11-29,2026-02-06,Software update issue,Resolved,12
WC004720,CUST044281,P0564,ST0037,2025-05-16,2026-02-06,Overheating during use,Resolved,12
WC000433,CUST030505,P0155,ST0056,2025-03-27,2026-02-08,Water damage,Resolved,12
WC001051,CUST043884,P0255,ST0022,2025-09-20,2026-02-08,Water damage,Pending Pickup,12
WC001223,CUST013369,P0156,ST0035,2025-08-22,2026-02-08,Camera not focusing,Resolved,12
WC002120,CUST015919,P0302,ST0011,2025-09-06,2026-02-08,Battery draining fast,Replaced,12
WC003318,CUST011564,P0490,ST0031,2026-01-18,2026-02-08,Overheating during use,In Progress,12
WC003781,CUST017864,P0316,ST0057,2025-05-27,2026-02-08,Software update issue,Resolved,12
WC004951,CUST009254,P0373,ST0005,2025-03-02,2026-02-08,Overheating during use,Resolved,12
WC005837,CUST020549,P0441,ST0057,2025-11-27,2026-02-08,Network/SIM issue,Replaced,12
WC000618,CUST024034,P0537,ST0018,2026-01-23,2026-02-09,Software update issue,In Progress,12
WC001442,CUST042908,P0007,ST0039,2025-11-19,2026-02-09,Battery draining fast,Pending Pickup,12
WC003118,CUST015462,P0529,ST0055,2026-01-22,2026-02-09,Water damage,Rejected - Out of Warranty,12
WC004535,CUST013216,P0106,ST0011,2025-08-14,2026-02-09,Network/SIM issue,Pending Pickup,12
WC004669,CUST009877,P0565,ST0026,2025-05-16,2026-02-09,Charging port not working,In Progress,12
WC000090,CUST049079,P0390,ST0014,2026-02-06,2026-02-10,Battery draining fast,Resolved,12
WC000171,CUST020055,P0011,ST0040,2025-03-02,2026-02-10,Network/SIM issue,Resolved,12
WC001532,CUST009326,P0103,ST0053,2025-04-16,2026-02-10,Overheating during use,Resolved,12
WC002784,CUST019223,P0067,ST0045,2025-08-31,2026-02-10,Software update issue,Replaced,12
WC003599,CUST034259,P0330,ST0030,2025-07-29,2026-02-10,Overheating during use,In Progress,12
WC004468,CUST001039,P0274,ST0049,2025-11-04,2026-02-10,Water damage,Resolved,12
WC005088,CUST045012,P0037,ST0024,2025-11-24,2026-02-10,Overheating during use,Resolved,12
WC000015,CUST015010,P0532,ST0027,2025-05-18,2026-02-11,Water damage,Rejected - Out of Warranty,12
WC000031,CUST003940,P0463,ST0045,2024-08-05,2026-02-11,Water damage,Resolved,24
WC000628,CUST031117,P0212,ST0006,2025-12-10,2026-02-11,Charging port not working,Resolved,12
WC002468,CUST046294,P0139,ST0024,2026-01-29,2026-02-11,Camera not focusing,Replaced,24
WC003840,CUST029432,P0598,ST0018,2025-02-28,2026-02-11,Screen flickering,Pending Pickup,12
WC004644,CUST017109,P0163,ST0012,2024-08-14,2026-02-11,Software update issue,Pending Pickup,24
WC004739,CUST043588,P0434,ST0029,2025-10-01,2026-02-11,Camera not focusing,Replaced,12
WC001604,CUST049752,P0133,ST0051,2026-01-20,2026-02-12,Software update issue,Replaced,12
WC001732,CUST005539,P0236,ST0012,2025-05-14,2026-02-12,Battery draining fast,In Progress,12
WC001846,CUST039703,P0488,ST0009,2026-01-30,2026-02-12,Water damage,Rejected - Out of Warranty,12
WC005127,CUST023745,P0389,ST0057,2024-08-28,2026-02-12,Overheating during use,Rejected - Out of Warranty,24
WC005325,CUST033552,P0536,ST0023,2025-03-28,2026-02-12,Battery draining fast,In Progress,12
WC003179,CUST037162,P0054,ST0014,2025-08-10,2026-02-13,Speaker/mic not working,Resolved,12
WC003247,CUST004184,P0440,ST0060,2025-11-15,2026-02-13,Camera not focusing,Resolved,12
WC003606,CUST003979,P0414,ST0012,2025-03-18,2026-02-13,Camera not focusing,Resolved,12
WC004319,CUST008022,P0016,ST0057,2025-04-12,2026-02-13,Water damage,Resolved,12
WC004513,CUST012767,P0404,ST0038,2025-05-16,2026-02-13,Charging port not working,Pending Pickup,12
WC002205,CUST007323,P0137,ST0030,2025-08-21,2026-02-14,Water damage,Pending Pickup,12
WC003920,CUST049649,P0531,ST0040,2026-01-03,2026-02-14,Physical damage - screen crack,Resolved,12
WC004455,CUST014721,P0594,ST0004,2026-01-12,2026-02-14,Screen flickering,Resolved,12
WC004858,CUST045895,P0155,ST0019,2025-07-01,2026-02-14,Physical damage - screen crack,Resolved,12
WC005262,CUST042208,P0233,ST0055,2026-01-13,2026-02-14,Network/SIM issue,Pending Pickup,12
WC005471,CUST029573,P0376,ST0052,2025-04-24,2026-02-14,Screen flickering,Pending Pickup,12
WC000829,CUST046487,P0546,ST0038,2025-06-04,2026-02-15,Battery draining fast,Rejected - Out of Warranty,12
WC002010,CUST041926,P0171,ST0014,2025-07-23,2026-02-15,Charging port not working,Rejected - Out of Warranty,12
WC002635,CUST012240,P0031,ST0055,2026-01-30,2026-02-15,Camera not focusing,Replaced,12
WC003395,CUST046503,P0431,ST0016,2025-08-13,2026-02-15,Physical damage - screen crack,Resolved,12
WC003967,CUST008302,P0307,ST0006,2025-05-10,2026-02-15,Camera not focusing,Resolved,12
WC000761,CUST027681,P0375,ST0037,2025-02-20,2026-02-16,Charging port not working,Resolved,24
WC001158,CUST008927,P0444,ST0028,2025-12-30,2026-02-16,Software update issue,Resolved,12
WC001414,CUST002158,P0384,ST0015,2025-07-03,2026-02-16,Network/SIM issue,Resolved,12
WC001659,CUST002437,P0264,ST0023,2025-04-29,2026-02-16,Overheating during use,Resolved,12
WC001802,CUST049373,P0413,ST0003,2025-10-18,2026-02-16,Speaker/mic not working,Resolved,12
WC003204,CUST039607,P0056,ST0036,2025-08-10,2026-02-16,Screen flickering,Resolved,24
WC005789,CUST020570,P0161,ST0056,2025-05-26,2026-02-16,Battery draining fast,Resolved,12
